display_name,location,date,bird_count,detect_high_conf,avg_q_score,refined_label,current_label,top_label,top_confidence,top_5_predictions
AmericanWigeon.JPG,"37.57343143513358, -122.30113333736378",2024-02-16 17:19:46,1,0.9991955161094666,5.059,American Wigeon,American Wigeon,American Wigeon (Breeding male),1.0,American Wigeon (Breeding male) (100.00%) | American Wigeon (Female/Eclipse male) (0.00%) | Gadwall (Breeding male) (0.00%) | Northern Shoveler (Breeding male) (0.00%) | Green-winged Teal (Male) (0.00%)
AmericanWigeon2.JPG,"37.52972372365688, -122.26784258663605",2024-03-09 11:38:09,2,0.7327998876571655,6.089,,,,0,
BaldEagle.JPG,"37.5890301, -122.4130786",2024-03-24 10:04:32,1,0.9993440508842468,6.245,"Bald Eagle (Adult, subadult)","Bald Eagle (Adult, subadult)","Bald Eagle (Adult, subadult)",1.0,"Bald Eagle (Adult, subadult) (99.99%) | Great Black-backed Gull (Adult) (0.01%) | Golden Eagle (Immature) (0.00%) | Osprey (0.00%) | Harris's Hawk (0.00%)"
BaldEagle2.JPG,"37.5890301, -122.4130786",2024-03-24 10:04:35,1,0.9994788765907288,5.588,"Bald Eagle (Adult, subadult)","Bald Eagle (Adult, subadult)","Bald Eagle (Adult, subadult)",1.0,"Bald Eagle (Adult, subadult) (100.00%) | Great Black-backed Gull (Adult) (0.00%) | Golden Eagle (Immature) (0.00%) | Red-tailed Hawk (Light morph adult) (0.00%) | Mute Swan (0.00%)"
BlackPheobe.JPG,"37.57343143513358, -122.30113333736378",2024-02-16 17:14:08,1,0.9994798302650452,5.306,Black Phoebe,Black Phoebe,Black Phoebe,1.0,Black Phoebe (100.00%) | Eastern Phoebe (0.00%) | Eastern Wood-Pewee (0.00%) | Eastern Kingbird (0.00%) | Vermilion Flycatcher (Adult male) (0.00%)
BlackPheobe3.JPG,"37.52972372365688, -122.26784258663605",2024-03-09 11:21:01,1,0.9978983402252197,5.18,Black Phoebe,Black Phoebe,Black Phoebe,1.0,Black Phoebe (100.00%) | Eastern Phoebe (0.00%) | Eastern Kingbird (0.00%) | Great Crested Flycatcher (0.00%) | Vermilion Flycatcher (Adult male) (0.00%)
BlueWingedTeal.JPG,"27.827191, -97.077962",2024-12-23 05:49:13,1,0.9953804016113281,4.362,Blue-winged Teal (Male),Manual: Blue-winged Teal,Blue-winged Teal (Male),1.0,Blue-winged Teal (Male) (100.00%) | Northern Pintail (Female/Eclipse male) (0.00%) | Ruddy Duck (Winter male) (0.00%) | Green-winged Teal (Male) (0.00%) | American Wigeon (Female/Eclipse male) (0.00%)
BlueWingedTeal3.JPG,"27.827191, -97.077962",2024-12-23 05:47:15,10,0.971930205821991,5.569,,Manual: Blue-winged Teal,,0,
BrantGoose.JPG,No GPS Data,2023-12-26 11:01:55,0,0,0.0,,Manual: Brant Goose,,0,
Bufflehead.JPG,"37.52964892237209, -122.2678883982356",2024-03-02 11:53:29,1,0.9993382096290588,5.815,Bufflehead (Breeding male),Bufflehead (Breeding male),Bufflehead (Breeding male),1.0,Bufflehead (Breeding male) (100.00%) | Hooded Merganser (Breeding male) (0.00%) | Common Goldeneye (Breeding male) (0.00%) | Harlequin Duck (Male) (0.00%) | Ruddy Duck (Winter male) (0.00%)
CanadaGoose.JPG,"37.6479509, -122.1448696",2024-02-26 08:34:14,1,0.9992737174034119,4.351,Canada Goose,Canada Goose,Canada Goose,1.0,Canada Goose (100.00%) | Cackling Goose (0.00%) | Brant (0.00%) | Greater White-fronted Goose (0.00%) | Tundra Swan (0.00%)
Canvasback4.JPG,"37.52972372365688, -122.26784258663605",2024-03-09 10:43:18,1,0.9988841414451599,4.794,Canvasback,Canvasback,Canvasback (Breeding male),1.0,Canvasback (Breeding male) (100.00%) | Canvasback (Female/Eclipse male) (0.00%) | Greater Scaup (Breeding male) (0.00%) | Trumpeter Swan (0.00%) | Red-headed Woodpecker (Adult) (0.00%)
Canvasback5.JPG,"37.52972372365688, -122.26784258663605",2024-03-09 11:02:07,1,0.9988722205162048,4.453,Canvasback (Breeding male),Canvasback (Breeding male),Canvasback (Breeding male),1.0,Canvasback (Breeding male) (100.00%) | Redhead (Breeding male) (0.00%) | Canvasback (Female/Eclipse male) (0.00%) | Lesser Scaup (Breeding male) (0.00%) | Cinnamon Teal (Male) (0.00%)
Canvasback6.JPG,"37.52972372365688, -122.26784258663605",2024-03-09 11:02:03,1,0.9986293315887451,4.867,Canvasback (Breeding male),Canvasback (Breeding male),Canvasback (Breeding male),0.992,Canvasback (Breeding male) (99.23%) | Redhead (Breeding male) (0.73%) | Lesser Scaup (Breeding male) (0.04%) | Canvasback (Female/Eclipse male) (0.00%) | Northern Shoveler (Breeding male) (0.00%)
Canvasback7.JPG,"37.52972372365688, -122.26784258663605",2024-03-09 11:41:18,2,0.9975340366363525,6.068,,,,0,
ClarkGrebe.JPG,"37.57343143513358, -122.30113333736378",2024-02-16 17:13:43,1,0.999651312828064,5.022,Western Grebe,Western Grebe,Western Grebe,0.999,Western Grebe (99.93%) | Horned Grebe (Nonbreeding/juvenile) (0.05%) | Clark's Grebe (0.02%) | Red-necked Grebe (Nonbreeding/juvenile) (0.00%) | Red-tailed Hawk (Light morph immature) (0.00%)
CommonGoldenEye2.JPG,"37.6479509, -122.1448696",2024-02-26 11:01:36,2,0.9991583824157715,5.186,,,,0,
CommonGoldenEye4.JPG,"37.6479509, -122.1448696",2024-02-26 11:36:07,1,0.9995597004890442,4.316,Common Goldeneye (Female/Eclipse male),Common Goldeneye (Female/Eclipse male),Common Goldeneye (Female/Eclipse male),1.0,Common Goldeneye (Female/Eclipse male) (100.00%) | Hooded Merganser (Female/immature male) (0.00%) | Common Goldeneye (Breeding male) (0.00%) | Lesser Scaup (Female/Eclipse male) (0.00%) | Hooded Oriole (Female/Immature male) (0.00%)
Cormorant.JPG,No GPS Data,2024-02-24 10:49:54,0,0,0.0,,,,0,
Egrets2.JPG,"28.2263887, -96.8638211",2024-12-22 12:19:27,4,0.9940522313117981,6.604,,,,0,
GreenHeron.JPG,"37.52964892237209, -122.2678883982356",2024-03-02 11:47:21,1,0.9994367957115173,4.07,Green Heron or Young Black-crowned Night-Heron,Manual: Green Heron,Green Heron,1.0,Green Heron (100.00%) | Cassin's Kingbird (0.00%) | Great Blue Heron (0.00%) | Yellow-crowned Night-Heron (Adult) (0.00%) | Black-crowned Night-Heron (Immature) (0.00%)
GreenHeron2.JPG,"37.52964892237209, -122.2678883982356",2024-03-02 11:47:33,1,0.9993869066238403,4.106,Green Heron or Young Black-crowned Night-Heron,Manual: Green Heron,Green Heron,1.0,Green Heron (100.00%) | Great Blue Heron (0.00%) | Black-crowned Night-Heron (Immature) (0.00%) | Cassin's Kingbird (0.00%) | Black-crowned Night-Heron (Adult) (0.00%)
GreenWingedTeal.JPG,"37.52972372365688, -122.26784258663605",2024-03-09 10:53:39,1,0.9981496334075928,5.194,Green-winged Teal (Male),Green-winged Teal (Male),Green-winged Teal (Male),1.0,Green-winged Teal (Male) (99.99%) | Northern Pintail (Breeding male) (0.01%) | Blue-winged Teal (Male) (0.00%) | American Wigeon (Breeding male) (0.00%) | Northern Shoveler (Breeding male) (0.00%)
GreenWingedTeal2.JPG,"27.827191, -97.077962",2024-12-23 05:54:54,3,0.9982376098632812,4.271,,,,0,
GreenWingedTeal3.JPG,"27.827191, -97.077962",2024-12-23 05:52:49,5,0.9985839128494263,3.848,,,,0,
HoodedM3.JPG,"37.5655327, -122.2935094",2024-03-16 10:07:09,2,0.9976230263710022,4.943,,,,0,
HoodedM4.JPG,"37.5655327, -122.2935094",2024-03-16 10:05:19,1,0.9996869564056396,4.082,Hooded Merganser (Breeding male),Hooded Merganser (Breeding male),Hooded Merganser (Breeding male),0.999,Hooded Merganser (Breeding male) (99.86%) | Harlequin Duck (Male) (0.09%) | Bufflehead (Breeding male) (0.05%) | Common Goldeneye (Breeding male) (0.00%) | Bufflehead (Female/immature male) (0.00%)
HoodedM5.JPG,"37.5655327, -122.2935094",2024-03-16 10:05:20,1,0.9995988011360168,4.261,,,Hooded Merganser (Breeding male),0.865,Hooded Merganser (Breeding male) (86.49%) | Harlequin Duck (Male) (13.51%) | Bufflehead (Breeding male) (0.00%) | Common Goldeneye (Breeding male) (0.00%) | Bufflehead (Female/immature male) (0.00%)
