display_name,location,date,bird_count,detect_high_conf,avg_q_score,refined_label,top_label,top_confidence,top_5_predictions
IMG_9514.JPG,"37.181762, -122.3939878",2026-05-23 14:54:56,5,0.9973764419555664,7.889,,,0,
IMG_9515.JPG,"37.181762, -122.3939878",2026-05-23 14:55:25,1,0.9992351531982422,4.203,Gull,Western Gull (Adult),0.951,Western Gull (Adult) (95.13%) | Herring Gull (Adult) (4.27%) | Mew Gull (0.34%) | Glaucous-winged Gull (Adult) (0.16%) | Great Black-backed Gull (Adult) (0.03%)
IMG_9516.JPG,"37.181762, -122.3939878",2026-05-23 14:55:36,1,0.9995424747467041,5.504,Gull,Western Gull (Adult),0.858,Western Gull (Adult) (85.77%) | Great Black-backed Gull (Adult) (13.77%) | Greater Scaup (Breeding male) (0.21%) | Laughing Gull (Nonbreeding/Immature) (0.16%) | California Gull (Adult) (0.03%)
IMG_9517.JPG,"37.181762, -122.3939878",2026-05-23 14:55:57,1,0.9977752566337585,4.817,,Western Gull (Adult),0.915,Western Gull (Adult) (91.47%) | Bonaparte's Gull (6.36%) | Great Black-backed Gull (Adult) (0.97%) | Greater Scaup (Breeding male) (0.38%) | Louisiana Waterthrush (0.26%)
IMG_9518.JPG,"37.181762, -122.3939878",2026-05-23 14:56:33,9,0.9971978664398193,4.96,,,0,
IMG_9519.JPG,"37.181762, -122.3939878",2026-05-23 14:56:50,9,0.9975812435150146,4.692,,,0,
IMG_9520.JPG,"37.181762, -122.3939878",2026-05-23 14:56:52,10,0.9620998501777649,5.155,,,0,
IMG_9521.JPG,"37.181762, -122.3939878",2026-05-23 14:59:04,2,0.7313863635063171,7.253,,,0,
IMG_9522.JPG,"37.181762, -122.3939878",2026-05-23 14:59:55,1,0.9957204461097717,4.826,,California Gull (Adult),0.579,California Gull (Adult) (57.88%) | Greater Scaup (Breeding male) (34.35%) | Ring-billed Gull (Adult) (6.20%) | Herring Gull (Adult) (1.06%) | Hoary Redpoll (0.11%)
IMG_9523.JPG,"37.181762, -122.3939878",2026-05-23 15:17:00,3,0.9882800579071045,6.728,,,0,
IMG_9524.JPG,"37.181762, -122.3939878",2026-05-23 15:18:46,2,0.9984484910964966,5.869,,,0,
IMG_9525.JPG,"37.181762, -122.3939878",2026-05-23 15:18:50,1,0.9990554451942444,6.126,,Brewer's Blackbird (Female/Juvenile),0.949,Brewer's Blackbird (Female/Juvenile) (94.88%) | Black Guillemot (Breeding) (2.71%) | Black Scoter (Female/juvenile) (1.71%) | Brown-headed Cowbird (Male) (0.44%) | Mew Gull (0.19%)
IMG_9526.JPG,"37.181762, -122.3939878",2026-05-23 15:20:40,1,0.9989655017852783,6.343,,White-crowned Sparrow (Adult),0.577,White-crowned Sparrow (Adult) (57.73%) | Cassin's Vireo (33.34%) | Golden-crowned Sparrow (Immature) (5.21%) | Hooded Oriole (Female/Immature male) (1.21%) | Common Grackle (0.54%)
IMG_9527.JPG,"37.181762, -122.3939878",2026-05-23 15:21:18,1,0.998736560344696,5.476,,White-throated Sparrow (Tan-striped/immature),0.982,White-throated Sparrow (Tan-striped/immature) (98.23%) | California Towhee (0.88%) | Northern Pygmy-Owl (0.28%) | Black-crowned Night-Heron (Immature) (0.16%) | Ash-throated Flycatcher (0.13%)
IMG_9528.JPG,"37.181762, -122.3939878",2026-05-23 15:21:20,1,0.9990984201431274,5.622,White-crowned Sparrow (Adult),White-crowned Sparrow (Adult),1.0,White-crowned Sparrow (Adult) (100.00%) | White-throated Sparrow (Tan-striped/immature) (0.00%) | Bobolink (Female/juvenile/nonbreeding male) (0.00%) | California Towhee (0.00%) | Royal Tern (0.00%)
IMG_9529.JPG,"37.181762, -122.3939878",2026-05-23 15:22:19,1,0.9994643330574036,5.728,Brewer's Blackbird (Female/Juvenile),Brewer's Blackbird (Female/Juvenile),0.993,Brewer's Blackbird (Female/Juvenile) (99.26%) | Heermann's Gull (Immature) (0.72%) | Mew Gull (0.01%) | Glaucous-winged Gull (Immature) (0.01%) | Boat-tailed Grackle (0.00%)
IMG_9530.JPG,"37.181762, -122.3939878",2026-05-23 15:23:02,1,0.9984159469604492,4.652,Gull,Western Gull (Immature),1.0,Western Gull (Immature) (99.99%) | Great Black-backed Gull (Immature) (0.00%) | Herring Gull (Immature) (0.00%) | Ring-billed Gull (Immature) (0.00%) | Eastern Screech-Owl (0.00%)
IMG_9531.JPG,"37.181762, -122.3939878",2026-05-23 15:23:17,1,0.9996597766876221,4.516,Gull,Western Gull (Immature),0.997,Western Gull (Immature) (99.72%) | Glaucous-winged Gull (Immature) (0.25%) | Herring Gull (Immature) (0.04%) | Ring-billed Gull (Immature) (0.00%) | California Gull (Immature) (0.00%)
IMG_9532.JPG,"37.181762, -122.3939878",2026-05-23 15:24:00,1,0.9997382760047913,3.999,,Mew Gull,0.866,Mew Gull (86.60%) | Brewer's Blackbird (Female/Juvenile) (13.32%) | Brown-headed Cowbird (Female/Juvenile) (0.06%) | Western Wood-Pewee (0.00%) | Northwestern Crow (0.00%)
IMG_9534.JPG,"37.181762, -122.3939878",2026-05-23 15:37:47,1,0.9993273019790649,5.113,,Ring-billed Gull (Immature),0.938,Ring-billed Gull (Immature) (93.79%) | Herring Gull (Immature) (2.45%) | Western Gull (Immature) (1.98%) | Glaucous-winged Gull (Immature) (1.13%) | Gambel's Quail (Female/juvenile) (0.44%)
IMG_9535.JPG,"37.181762, -122.3939878",2026-05-23 15:42:29,2,0.995947539806366,6.261,,,0,
IMG_9536.JPG,"37.181762, -122.3939878",2026-05-23 15:42:31,2,0.9948587417602539,6.172,,,0,
IMG_9537.JPG,"37.181762, -122.3939878",2026-05-23 15:42:52,2,0.9952031373977661,5.07,,,0,
IMG_9538.JPG,"37.181762, -122.3939878",2026-05-23 15:43:06,2,0.9937765598297119,5.441,,,0,
IMG_9539.JPG,"37.181762, -122.3939878",2026-05-23 15:43:52,8,0.9930262565612793,5.569,,,0,
IMG_9540.JPG,"37.181762, -122.3939878",2026-05-23 15:43:59,1,0.9985842704772949,6.715,,California Gull (Adult),0.475,California Gull (Adult) (47.49%) | Western Gull (Adult) (37.62%) | Herring Gull (Adult) (8.61%) | Great Black-backed Gull (Adult) (5.90%) | Glaucous-winged Gull (Adult) (0.14%)
IMG_9541.JPG,"37.181762, -122.3939878",2026-05-23 15:44:00,1,0.9959665536880493,5.857,,California Gull (Adult),0.931,California Gull (Adult) (93.05%) | Great Black-backed Gull (Adult) (3.23%) | Bonaparte's Gull (2.42%) | Herring Gull (Adult) (0.64%) | Cackling Goose (0.18%)
IMG_9542.JPG,"37.181762, -122.3939878",2026-05-23 15:44:02,1,0.9991719722747803,6.053,,Great Black-backed Gull (Adult),0.921,Great Black-backed Gull (Adult) (92.11%) | Western Gull (Adult) (4.44%) | California Gull (Adult) (3.05%) | Herring Gull (Adult) (0.20%) | Mottled Duck (0.06%)
IMG_9543.JPG,"37.181762, -122.3939878",2026-05-23 15:44:05,1,0.9985452890396118,6.502,,Great Black-backed Gull (Adult),0.945,Great Black-backed Gull (Adult) (94.51%) | Herring Gull (Adult) (3.46%) | California Gull (Adult) (1.37%) | Western Gull (Adult) (0.59%) | Mottled Duck (0.03%)
IMG_9544.JPG,"37.181762, -122.3939878",2026-05-23 15:44:08,1,0.9996285438537598,5.94,,Great Black-backed Gull (Adult),0.936,Great Black-backed Gull (Adult) (93.61%) | Herring Gull (Adult) (4.03%) | California Gull (Adult) (2.30%) | Western Gull (Adult) (0.01%) | Snowy Egret (0.01%)
IMG_9545.JPG,"37.181762, -122.3939878",2026-05-23 15:44:12,1,0.9994345307350159,6.095,,California Gull (Adult),0.58,California Gull (Adult) (57.97%) | Western Gull (Adult) (25.70%) | Great Black-backed Gull (Adult) (9.05%) | Herring Gull (Adult) (6.78%) | Mottled Duck (0.27%)
IMG_9546.JPG,"37.181762, -122.3939878",2026-05-23 15:48:51,1,0.9992726445198059,5.45,Gull,Western Gull (Adult),0.995,Western Gull (Adult) (99.46%) | Great Black-backed Gull (Adult) (0.50%) | Eastern Screech-Owl (0.01%) | Red-shouldered Hawk (Immature) (0.01%) | Herring Gull (Adult) (0.00%)
IMG_9547.JPG,"37.181762, -122.3939878",2026-05-23 15:49:20,1,0.998449444770813,7.64,Gull,Western Gull (Adult),0.727,Western Gull (Adult) (72.68%) | Great Black-backed Gull (Adult) (26.87%) | Bonaparte's Gull (0.22%) | Mew Gull (0.05%) | Heermann's Gull (Adult) (0.04%)
IMG_9548.JPG,"37.181762, -122.3939878",2026-05-23 15:52:29,2,0.9989088773727417,6.904,,,0,
IMG_9549.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 14:49:10,1,0.9988038539886475,7.615,Golden Eagle,Golden Eagle (Adult),1.0,Golden Eagle (Adult) (100.00%) | Golden Eagle (Immature) (0.00%) | Chihuahuan Raven (0.00%) | Blue-headed Vireo (0.00%) | Swainson's Hawk (Dark morph ) (0.00%)
IMG_9550.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 14:50:09,1,0.9981070756912231,7.467,Golden Eagle (Adult),Golden Eagle (Adult),1.0,"Golden Eagle (Adult) (99.99%) | Northern Harrier (Female, immature) (0.01%) | Red-tailed Hawk (Dark morph) (0.00%) | Rough-legged Hawk (Dark morph) (0.00%) | Harris's Hawk (0.00%)"
IMG_9551.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 14:50:19,1,0.9881530404090881,6.418,Golden Eagle (Adult),Golden Eagle (Adult),1.0,"Golden Eagle (Adult) (99.95%) | Bald Eagle (Immature, juvenile) (0.03%) | Rough-legged Hawk (Dark morph) (0.01%) | Golden Eagle (Immature) (0.01%) | Chihuahuan Raven (0.00%)"
IMG_9552.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 14:50:23,1,0.9980455636978149,6.43,Golden Eagle (Adult),Golden Eagle (Adult),1.0,"Golden Eagle (Adult) (100.00%) | Northern Harrier (Female, immature) (0.00%) | Chihuahuan Raven (0.00%) | Red-tailed Hawk (Dark morph) (0.00%) | Bald Eagle (Immature, juvenile) (0.00%)"
IMG_9553.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 14:51:17,1,0.9982510209083557,6.594,,Golden Eagle (Adult),0.983,"Golden Eagle (Adult) (98.29%) | Chihuahuan Raven (0.78%) | Northern Harrier (Female, immature) (0.70%) | Red-tailed Hawk (Dark morph) (0.17%) | Swainson's Hawk (Dark morph ) (0.04%)"
IMG_9554.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 14:51:46,1,0.9979221224784851,6.115,Say's Phoebe,Say's Phoebe,0.999,"Say's Phoebe (99.90%) | Eastern Phoebe (0.10%) | Vermilion Flycatcher (Female, immature) (0.00%) | Cassin's Kingbird (0.00%) | Northern Rough-winged Swallow (0.00%)"
IMG_9555.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 14:52:02,1,0.9982427358627319,6.659,Say's Phoebe,Say's Phoebe,1.0,"Say's Phoebe (100.00%) | Cassin's Kingbird (0.00%) | Vermilion Flycatcher (Female, immature) (0.00%) | Summer Tanager (Female) (0.00%) | Orchard Oriole (Immature Male) (0.00%)"
IMG_9556.JPG,No GPS Data,2026-05-24 14:52:39,0,0,0.0,,,0,
IMG_9557.JPG,No GPS Data,2026-05-24 14:52:44,0,0,0.0,,,0,
IMG_9558.JPG,No GPS Data,2026-05-24 14:53:28,0,0,0.0,,,0,
IMG_9559.JPG,No GPS Data,2026-05-24 14:53:29,0,0,0.0,,,0,
IMG_9560.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 14:54:19,1,0.9993765950202942,5.796,Western Kingbird,Western Kingbird,1.0,Western Kingbird (100.00%) | Great Crested Flycatcher (0.00%) | Cassin's Kingbird (0.00%) | White-crowned Sparrow (Adult) (0.00%) | Eastern Phoebe (0.00%)
IMG_9561.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 14:54:21,1,0.9994425177574158,5.852,Western Kingbird,Western Kingbird,1.0,Western Kingbird (99.99%) | Scissor-tailed Flycatcher (0.00%) | Eastern Kingbird (0.00%) | Cassin's Kingbird (0.00%) | Eastern Phoebe (0.00%)
IMG_9563.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 15:00:14,1,0.9943796992301941,10.679,,Common Raven,0.979,"Common Raven (97.86%) | Double-crested Cormorant (Immature) (1.75%) | Northern Harrier (Female, immature) (0.21%) | Heermann's Gull (Immature) (0.07%) | Tennessee Warbler (0.03%)"
IMG_9564.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 15:00:21,1,0.9798821210861206,6.491,,"Northern Harrier (Female, immature)",0.962,"Northern Harrier (Female, immature) (96.24%) | Bald Eagle (Immature, juvenile) (2.01%) | Great Cormorant (Adult) (0.89%) | Golden Eagle (Adult) (0.78%) | Harris's Hawk (0.04%)"
IMG_9565.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 15:00:27,1,0.9996102452278137,6.458,Golden Eagle,Golden Eagle (Adult),0.917,"Golden Eagle (Adult) (91.75%) | Golden Eagle (Immature) (8.20%) | Swainson's Hawk (Dark morph ) (0.04%) | Harris's Hawk (0.01%) | Northern Harrier (Female, immature) (0.00%)"
IMG_9566.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 15:02:23,1,0.9989970326423645,5.432,Western Kingbird,Western Kingbird,1.0,Western Kingbird (100.00%) | Ash-throated Flycatcher (0.00%) | Laughing Gull (Nonbreeding/Immature) (0.00%) | Western Sandpiper (0.00%) | Cassin's Kingbird (0.00%)
IMG_9567.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 15:02:28,1,0.9990301132202148,5.15,Western Kingbird,Western Kingbird,1.0,Western Kingbird (100.00%) | Laughing Gull (Nonbreeding/Immature) (0.00%) | Ash-throated Flycatcher (0.00%) | Scissor-tailed Flycatcher (0.00%) | White-crowned Sparrow (Adult) (0.00%)
IMG_9570.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 15:07:49,1,0.9988418221473694,5.609,Western Bluebird,Western Bluebird,1.0,Western Bluebird (100.00%) | Gray-crowned Rosy-Finch (0.00%) | Mountain Bluebird (0.00%) | Indigo Bunting (Female/juvenile) (0.00%) | Sharp-shinned Hawk (Adult ) (0.00%)
IMG_9571.JPG,"37.50697979283803, -121.89762010554989",2026-05-24 15:07:54,1,0.9994009733200073,6.215,Western Bluebird,Western Bluebird,1.0,Western Bluebird (100.00%) | Northern Rough-winged Swallow (0.00%) | Mountain Bluebird (0.00%) | Black-throated Blue Warbler (Female/Immature male) (0.00%) | Prothonotary Warbler (0.00%)
IMG_9572.JPG,"37.4488329, -122.104454",2026-05-25 09:54:42,1,0.9994922876358032,6.455,Western/Clark's Grebe,Clark's Grebe,1.0,Clark's Grebe (100.00%) | Western Grebe (0.00%) | Horned Grebe (Nonbreeding/juvenile) (0.00%) | Horned Grebe (Breeding) (0.00%) | Greater Yellowlegs (0.00%)
IMG_9573.JPG,"37.4488329, -122.104454",2026-05-25 09:59:25,1,0.999439537525177,6.221,House Finch (Female/immature),House Finch (Female/immature),1.0,House Finch (Female/immature) (100.00%) | Cassin's Finch (Female/immature) (0.00%) | House Finch (Adult Male) (0.00%) | Purple Finch (Female/immature) (0.00%) | Red Crossbill (Female/juvenile) (0.00%)
IMG_9574.JPG,"37.4488329, -122.104454",2026-05-25 09:59:48,1,0.9972375631332397,6.94,Black-necked Stilt,Black-necked Stilt,1.0,Black-necked Stilt (99.99%) | American Avocet (0.01%) | Western Grebe (0.00%) | Greater Yellowlegs (0.00%) | Western Sandpiper (0.00%)
IMG_9576.JPG,"37.4488329, -122.104454",2026-05-25 10:01:04,1,0.9986959099769592,6.205,Barn Swallow,Barn Swallow,1.0,Barn Swallow (100.00%) | Cliff Swallow (0.00%) | Tree Swallow (0.00%) | Swainson's Hawk (Light morph ) (0.00%) | Cave Swallow (0.00%)
IMG_9577.JPG,"37.4488329, -122.104454",2026-05-25 10:01:08,1,0.9970406889915466,7.428,Barn Swallow,Barn Swallow,1.0,Barn Swallow (100.00%) | Cliff Swallow (0.00%) | Tree Swallow (0.00%) | Red-headed Woodpecker (Adult) (0.00%) | Boat-tailed Grackle (0.00%)
IMG_9578.JPG,"37.4488329, -122.104454",2026-05-25 10:01:22,1,0.9983291029930115,5.926,Barn Swallow,Barn Swallow,1.0,Barn Swallow (100.00%) | Tree Swallow (0.00%) | Cliff Swallow (0.00%) | Purple Martin (Female/juvenile) (0.00%) | Vaux's Swift (0.00%)
IMG_9579.JPG,"37.4488329, -122.104454",2026-05-25 10:01:26,1,0.9991710186004639,5.931,Barn Swallow,Barn Swallow,1.0,Barn Swallow (100.00%) | Purple Martin (Female/juvenile) (0.00%) | Tree Swallow (0.00%) | Cliff Swallow (0.00%) | Purple Martin (Adult male) (0.00%)
IMG_9580.JPG,"37.4488329, -122.104454",2026-05-25 10:01:39,1,0.9993938207626343,5.717,Barn Swallow,Barn Swallow,1.0,Barn Swallow (100.00%) | Tree Swallow (0.00%) | Cliff Swallow (0.00%) | Purple Martin (Adult male) (0.00%) | Purple Martin (Female/juvenile) (0.00%)
IMG_9581.JPG,"37.4488329, -122.104454",2026-05-25 10:01:41,1,0.9992460012435913,5.726,Barn Swallow,Barn Swallow,1.0,Barn Swallow (100.00%) | Cliff Swallow (0.00%) | Boat-tailed Grackle (0.00%) | Eastern Bluebird (0.00%) | Tree Swallow (0.00%)
IMG_9582.JPG,"37.4488329, -122.104454",2026-05-25 10:01:44,1,0.9991255402565002,5.397,Barn Swallow,Barn Swallow,1.0,Barn Swallow (100.00%) | Tree Swallow (0.00%) | Cliff Swallow (0.00%) | Purple Martin (Adult male) (0.00%) | Boat-tailed Grackle (0.00%)
IMG_9583.JPG,"37.4488329, -122.104454",2026-05-25 10:01:45,1,0.9982001781463623,5.741,Barn Swallow,Barn Swallow,1.0,Barn Swallow (100.00%) | Boat-tailed Grackle (0.00%) | Eastern Bluebird (0.00%) | Cliff Swallow (0.00%) | Varied Thrush (0.00%)
IMG_9584.JPG,"37.4488329, -122.104454",2026-05-25 10:01:48,1,0.9991464614868164,5.961,Barn Swallow,Barn Swallow,1.0,Barn Swallow (100.00%) | Tree Swallow (0.00%) | Cliff Swallow (0.00%) | Purple Martin (Adult male) (0.00%) | Purple Martin (Female/juvenile) (0.00%)
IMG_9585.JPG,"37.4488329, -122.104454",2026-05-25 10:02:04,1,0.9997149109840393,5.053,Barn Swallow,Barn Swallow,1.0,Barn Swallow (100.00%) | Cliff Swallow (0.00%) | Tree Swallow (0.00%) | Purple Martin (Adult male) (0.00%) | Boat-tailed Grackle (0.00%)
IMG_9587.JPG,"37.4488329, -122.104454",2026-05-25 10:02:22,1,0.9993008375167847,5.576,House Finch (Adult Male),House Finch (Adult Male),1.0,House Finch (Adult Male) (100.00%) | Fox Sparrow (Red) (0.00%) | Common Redpoll (0.00%) | House Finch (Female/immature) (0.00%) | Purple Finch (Adult Male) (0.00%)
IMG_9588.JPG,"37.4488329, -122.104454",2026-05-25 10:02:32,1,0.9991291165351868,6.754,House Finch (Adult Male),House Finch (Adult Male),1.0,House Finch (Adult Male) (100.00%) | Fox Sparrow (Red) (0.00%) | Purple Finch (Adult Male) (0.00%) | House Finch (Female/immature) (0.00%) | Blue Grosbeak (Female/juvenile) (0.00%)
IMG_9589.JPG,"37.4488329, -122.104454",2026-05-25 10:02:33,1,0.9989951252937317,6.637,House Finch (Adult Male),House Finch (Adult Male),1.0,House Finch (Adult Male) (100.00%) | Fox Sparrow (Red) (0.00%) | Purple Finch (Adult Male) (0.00%) | Common Redpoll (0.00%) | House Finch (Female/immature) (0.00%)
IMG_9590.JPG,"37.4488329, -122.104454",2026-05-25 10:02:36,1,0.9986664056777954,6.243,House Finch (Adult Male),House Finch (Adult Male),1.0,House Finch (Adult Male) (100.00%) | Fox Sparrow (Red) (0.00%) | Purple Finch (Adult Male) (0.00%) | Common Redpoll (0.00%) | House Finch (Female/immature) (0.00%)
IMG_9591.JPG,"37.4488329, -122.104454",2026-05-25 10:06:40,1,0.9994049072265625,5.699,Song Sparrow,Song Sparrow,1.0,Song Sparrow (100.00%) | Lark Bunting (Female/Nonbreeding male) (0.00%) | Savannah Sparrow (0.00%) | Nuttall's Woodpecker (0.00%) | Calliope Hummingbird (Adult Male) (0.00%)
IMG_9593.JPG,"37.4488329, -122.104454",2026-05-25 10:06:53,1,0.9995255470275879,4.528,Song Sparrow,Song Sparrow,1.0,Song Sparrow (100.00%) | Fox Sparrow (Red) (0.00%) | Lark Bunting (Female/Nonbreeding male) (0.00%) | Red-winged Blackbird (Female/juvenile) (0.00%) | White-throated Sparrow (Tan-striped/immature) (0.00%)
IMG_9594.JPG,No GPS Data,2026-05-25 10:14:11,0,0,0.0,,,0,
IMG_9595.JPG,"37.4488329, -122.104454",2026-05-25 10:18:22,2,0.998161256313324,7.955,,,0,
IMG_9597.JPG,"37.4488329, -122.104454",2026-05-25 10:20:43,1,0.9992307424545288,6.456,,Canada Goose,0.794,Canada Goose (79.37%) | Cackling Goose (17.97%) | Horned Grebe (Nonbreeding/juvenile) (1.05%) | Ruby-throated Hummingbird (Adult Male) (0.65%) | Great Horned Owl (0.25%)
IMG_9599.JPG,"37.4488329, -122.104454",2026-05-25 10:21:09,2,0.9988487958908081,9.501,,,0,
IMG_9600.JPG,"37.4488329, -122.104454",2026-05-25 10:21:11,2,0.9985119700431824,8.342,,,0,
IMG_9601.JPG,"37.4488329, -122.104454",2026-05-25 10:22:22,2,0.9840258955955505,8.067,,,0,
IMG_9603.JPG,"37.4488329, -122.104454",2026-05-25 10:24:20,2,0.9903501868247986,7.028,,,0,
IMG_9604.JPG,"37.4488329, -122.104454",2026-05-25 10:25:58,3,0.9789299368858337,5.164,,,0,
IMG_9605.JPG,"37.4488329, -122.104454",2026-05-25 10:27:01,1,0.9976346492767334,7.098,Song Sparrow,Song Sparrow,1.0,Song Sparrow (100.00%) | White-throated Sparrow (Tan-striped/immature) (0.00%) | Calliope Hummingbird (Adult Male) (0.00%) | Lark Bunting (Female/Nonbreeding male) (0.00%) | Savannah Sparrow (0.00%)
IMG_9607.JPG,"37.4488329, -122.104454",2026-05-25 10:44:16,1,0.997227132320404,5.062,Lesser Goldfinch,Lesser Goldfinch (Adult Male),0.816,"Lesser Goldfinch (Adult Male) (81.63%) | Lesser Goldfinch (Female/juvenile) (18.37%) | Bay-breasted Warbler (Female, Nonbreeding male, Immature) (0.01%) | White-winged Crossbill (Female/juvenile) (0.00%) | Townsend's Warbler (0.00%)"
IMG_9608.JPG,"37.4488329, -122.104454",2026-05-25 10:46:23,1,0.9983664155006409,6.127,Song Sparrow,Song Sparrow,1.0,Song Sparrow (100.00%) | Calliope Hummingbird (Adult Male) (0.00%) | White-throated Sparrow (Tan-striped/immature) (0.00%) | Fox Sparrow (Thick-billed/Slate-colored) (0.00%) | Northern Pygmy-Owl (0.00%)
IMG_9609.JPG,"37.4488329, -122.104454",2026-05-25 10:46:28,1,0.9972714781761169,6.781,Song Sparrow,Song Sparrow,1.0,Song Sparrow (100.00%) | White-throated Sparrow (Tan-striped/immature) (0.00%) | Calliope Hummingbird (Adult Male) (0.00%) | Fox Sparrow (Thick-billed/Slate-colored) (0.00%) | Savannah Sparrow (0.00%)
IMG_9610.JPG,No GPS Data,2026-05-25 11:04:15,0,0,0.0,,,0,
IMG_9611.JPG,"37.4488329, -122.104454",2026-05-25 11:11:39,1,0.9993427395820618,5.89,,European Starling (Juvenile),0.555,European Starling (Juvenile) (55.54%) | Brewer's Blackbird (Female/Juvenile) (39.44%) | Brown-headed Cowbird (Female/Juvenile) (4.03%) | Swainson's Thrush (0.91%) | Blue Grosbeak (Adult Male) (0.02%)
IMG_9614.JPG,"37.4488329, -122.104454",2026-05-25 11:12:13,1,0.9994576573371887,6.457,,Brown-headed Cowbird (Male),0.904,Brown-headed Cowbird (Male) (90.43%) | Brewer's Blackbird (Female/Juvenile) (9.57%) | Boat-tailed Grackle (0.00%) | Fish Crow (0.00%) | Lesser Scaup (Female/Eclipse male) (0.00%)
IMG_9615.JPG,"37.4488329, -122.104454",2026-05-25 11:13:45,1,0.9992828965187073,6.635,Black-necked Stilt,Black-necked Stilt,1.0,Black-necked Stilt (99.98%) | Ross's Goose (0.01%) | Black Skimmer (0.00%) | Great Black-backed Gull (Adult) (0.00%) | Ring-necked Duck (Breeding male) (0.00%)
